filename,vertex,edge,density,TRD_number,time(miliseconds),is_feasible,is_connected,number_of_components,status
cavity03.txt,317,4237,0.08459,18.0,253.00,True,True,0,OPTIMAL
cavity04.txt,317,4237,0.08459,18.0,276.00,True,True,0,OPTIMAL
cdde1.txt,961,1860,0.00403,562.0,301137.00,True,True,0,BEST FOUND
cdde2.txt,961,1860,0.00403,562.0,300886.00,True,True,0,BEST FOUND
cdde3.txt,961,1860,0.00403,562.0,300997.00,True,True,0,BEST FOUND
cdde4.txt,961,1860,0.00403,562.0,301066.00,True,True,0,BEST FOUND
cdde5.txt,961,1860,0.00403,562.0,300942.00,True,True,0,BEST FOUND
cdde6.txt,961,1860,0.00403,562.0,300649.00,True,True,0,BEST FOUND
ck104.txt,104,444,0.08290,30.0,121620.00,True,False,2,OPTIMAL
ck400.txt,400,1244,0.01559,202.0,301774.00,True,False,2,BEST FOUND
ck656.txt,656,1628,0.00758,407.0,300929.00,True,False,2,BEST FOUND
curtis54.txt,54,124,0.08665,23.0,82.00,True,True,0,OPTIMAL
dwt__162.txt,162,510,0.03911,59.0,27288.00,True,True,0,OPTIMAL
dwt__193.txt,193,1650,0.08905,27.0,856.00,True,True,0,OPTIMAL
dwt__198.txt,198,597,0.03061,74.0,16573.00,True,False,6,OPTIMAL
dwt__209.txt,209,767,0.03529,68.0,302052.00,True,True,0,BEST FOUND
dwt__221.txt,221,704,0.02896,75.0,302539.00,True,True,0,BEST FOUND
dwt__234.txt,234,300,0.01100,148.0,5037.00,True,False,7,OPTIMAL
dwt__245.txt,245,608,0.02034,119.0,33611.00,True,True,0,OPTIMAL
dwt__310.txt,310,1069,0.02232,108.0,301524.00,True,True,0,BEST FOUND
dwt__346.txt,346,1440,0.02413,127.0,301610.00,True,False,4,BEST FOUND
dwt__361.txt,361,1296,0.01994,129.0,300940.00,True,True,0,BEST FOUND
dwt__419.txt,419,1572,0.01795,127.0,301292.00,True,True,0,BEST FOUND
dwt__492.txt,492,1332,0.01103,198.0,301463.00,True,False,2,BEST FOUND
dwt__503.txt,503,2762,0.02188,127.0,301146.00,True,True,0,BEST FOUND
dwt__918.txt,918,3233,0.00768,305.0,300893.00,True,True,0,BEST FOUND
dwt__992.txt,992,7876,0.01602,175.0,301324.00,True,True,0,BEST FOUND
dwt___59.txt,59,104,0.06078,34.0,1256.00,True,True,0,OPTIMAL
dwt___66.txt,66,127,0.05921,37.0,12951.00,True,True,0,OPTIMAL
dwt___72.txt,72,75,0.02934,62.0,1961.00,True,True,0,OPTIMAL
dwt___87.txt,87,227,0.06068,38.0,1268.00,True,True,0,OPTIMAL
e05r0000.txt,236,2847,0.10267,18.0,156.00,True,True,0,OPTIMAL
e05r0100.txt,236,2847,0.10267,18.0,158.00,True,True,0,OPTIMAL
e05r0200.txt,236,2847,0.10267,18.0,151.00,True,True,0,OPTIMAL
e05r0300.txt,236,2847,0.10267,18.0,149.00,True,True,0,OPTIMAL
e05r0400.txt,236,2847,0.10267,18.0,163.00,True,True,0,OPTIMAL
eris1176.txt,1176,8688,0.01257,552.0,302289.00,True,False,2,BEST FOUND
fidap001.txt,216,2079,0.08953,24.0,1163.00,True,True,0,OPTIMAL
fidap002.txt,441,13195,0.13600,14.0,2417.00,True,True,0,OPTIMAL
fidap003.txt,1821,25419,0.01534,148.0,303449.00,True,True,0,BEST FOUND
fidap004.txt,1601,15343,0.01198,175.0,302447.00,True,True,0,BEST FOUND
fidap005.txt,27,126,0.35897,7.0,36.00,True,True,0,OPTIMAL
fidap012.txt,3973,38089,0.00483,467.0,308743.00,True,True,0,BEST FOUND
fidap013.txt,2568,36530,0.01108,203.0,305363.00,True,True,0,BEST FOUND
fidap014.txt,3251,31698,0.00600,363.0,305701.00,True,True,0,BEST FOUND
fidap024.txt,2283,23225,0.00892,240.0,303229.00,True,True,0,BEST FOUND
fidap028.txt,2603,37525,0.01108,156.0,305509.00,True,True,0,BEST FOUND
fidap031.txt,3909,55695,0.00729,366.0,310567.00,True,True,0,BEST FOUND
fidapm02.txt,537,9352,0.06498,41.0,1536.00,True,True,0,OPTIMAL
fidapm03.txt,2532,23924,0.00747,292.0,303835.00,True,True,0,BEST FOUND
fidapm10.txt,3046,25398,0.00548,400.0,304343.00,True,False,2,BEST FOUND
fs_183_1.txt,183,701,0.04209,36.0,98.00,True,True,0,OPTIMAL
fs_183_3.txt,183,701,0.04209,36.0,95.00,True,True,0,OPTIMAL
fs_183_4.txt,183,701,0.04209,36.0,94.00,True,True,0,OPTIMAL
fs_183_6.txt,183,701,0.04209,36.0,94.00,True,True,0,OPTIMAL
fs_541_1.txt,541,2466,0.01688,3.0,298.00,True,True,0,OPTIMAL
fs_541_2.txt,541,2466,0.01688,3.0,294.00,True,True,0,OPTIMAL
fs_541_3.txt,541,2466,0.01688,3.0,292.00,True,True,0,OPTIMAL
fs_541_4.txt,541,2466,0.01688,3.0,301.00,True,True,0,OPTIMAL
fs_680_1.txt,680,1464,0.00634,322.0,336.00,True,True,0,OPTIMAL
fs_680_2.txt,680,1464,0.00634,322.0,351.00,True,True,0,OPTIMAL
fs_680_3.txt,680,1464,0.00634,322.0,324.00,True,True,0,OPTIMAL
fs_760_1.txt,760,3518,0.01220,173.0,300955.00,True,True,0,BEST FOUND
fs_760_2.txt,760,3518,0.01220,173.0,300939.00,True,True,0,BEST FOUND
gr_30_30.txt,900,3422,0.00846,315.0,300746.00,True,True,0,BEST FOUND
gre_1107.txt,1107,4557,0.00744,404.0,300937.00,True,True,0,BEST FOUND
gre_216a.txt,216,660,0.02842,84.0,301012.00,True,True,0,BEST FOUND
gre_216b.txt,216,660,0.02842,84.0,300983.00,True,True,0,BEST FOUND
gre__115.txt,115,267,0.04073,54.0,86432.00,True,True,0,OPTIMAL
gre__185.txt,185,650,0.03819,68.0,301226.00,True,True,0,BEST FOUND
gre__343.txt,343,1092,0.01862,131.0,300716.00,True,True,0,BEST FOUND
gre__512.txt,512,1680,0.01284,194.0,300623.00,True,True,0,BEST FOUND
hor__131.txt,434,2138,0.02275,118.0,300983.00,True,True,0,BEST FOUND
ibm32.txt,32,90,0.18145,14.0,453.00,True,True,0,OPTIMAL
impcol_b.txt,59,281,0.16423,18.0,205.00,True,True,0,OPTIMAL
impcol_c.txt,137,352,0.03778,52.0,2742.00,True,True,0,OPTIMAL
impcol_d.txt,425,1267,0.01406,136.0,195001.00,True,True,0,OPTIMAL
impcol_e.txt,225,1187,0.04710,44.0,247.00,True,True,0,OPTIMAL
jagmesh1.txt,936,2664,0.00609,463.0,300839.00,True,True,0,BEST FOUND
jagmesh2.txt,1009,2928,0.00576,494.0,300964.00,True,True,0,BEST FOUND
jagmesh8.txt,1141,3162,0.00486,572.0,301078.00,True,True,0,BEST FOUND
jgl009.txt,9,32,0.88889,3.0,14.00,True,True,0,OPTIMAL
jgl011.txt,11,49,0.89091,3.0,15.00,True,True,0,OPTIMAL
lop163.txt,163,598,0.04529,47.0,75137.00,True,True,0,OPTIMAL
lshp1009.txt,1009,2928,0.00576,494.0,301087.00,True,True,0,BEST FOUND
lshp_265.txt,265,744,0.02127,123.0,300796.00,True,True,0,BEST FOUND
lshp_406.txt,406,1155,0.01405,196.0,300602.00,True,True,0,BEST FOUND
lund_a.txt,147,1151,0.10726,30.0,301435.00,True,True,0,BEST FOUND
lund_b.txt,147,1147,0.10689,30.0,301441.00,True,True,0,BEST FOUND
mahindas.txt,1258,7513,0.00950,461.0,301096.00,True,True,0,BEST FOUND
mbeacxc.txt,487,41686,0.35225,4.0,2215.00,True,True,0,OPTIMAL
mbeaflw.txt,487,41686,0.35225,4.0,2262.00,True,True,0,OPTIMAL
mbeause.txt,492,36209,0.29978,4.0,1865.00,True,True,0,OPTIMAL
mcca.txt,180,1680,0.10428,93.0,525.00,True,False,4,OPTIMAL
mcfe.txt,765,15358,0.05255,92.0,2598.00,True,False,3,OPTIMAL
nnc261.txt,261,794,0.02340,92.0,35600.00,True,True,0,OPTIMAL
nnc666.txt,666,2148,0.00970,203.0,300875.00,True,True,0,BEST FOUND
nos1.txt,237,390,0.01395,159.0,302688.00,True,False,2,BEST FOUND
nos2.txt,957,1590,0.00348,656.0,300772.00,True,False,2,BEST FOUND
nos3.txt,960,7442,0.01617,174.0,301016.00,True,True,0,BEST FOUND
nos4.txt,100,247,0.04990,44.0,3196.00,True,True,0,OPTIMAL
nos5.txt,468,2352,0.02152,135.0,300619.00,True,True,0,BEST FOUND
nos6.txt,675,1290,0.00567,409.0,300640.00,True,True,0,BEST FOUND
nos7.txt,729,1944,0.00733,355.0,300532.00,True,True,0,BEST FOUND
odep400a.txt,400,402,0.00504,398.0,301666.00,True,True,0,BEST FOUND
olm100.txt,100,197,0.03980,50.0,188917.00,True,True,0,OPTIMAL
olm500.txt,500,997,0.00799,253.0,301527.00,True,True,0,BEST FOUND
orsirr_1.txt,1030,2914,0.00550,466.0,300937.00,True,True,0,BEST FOUND
pde225.txt,225,420,0.01667,132.0,301626.00,True,True,0,BEST FOUND
plat362.txt,362,2712,0.04151,63.0,301118.00,True,True,0,BEST FOUND
pores_1.txt,30,103,0.23678,10.0,49.00,True,True,0,OPTIMAL
pores_2.txt,1224,5822,0.00778,271.0,301235.00,True,True,0,BEST FOUND
pores_3.txt,532,1850,0.01310,238.0,301429.00,True,False,2,BEST FOUND
psmigr_1.txt,3140,410781,0.08335,28.0,190349.00,True,True,0,OPTIMAL
qc324.txt,324,13203,0.25232,8.0,1606.00,True,True,0,OPTIMAL
qh768.txt,768,1322,0.00449,428.0,4262.00,True,True,0,OPTIMAL
rbs480a.txt,480,16408,0.14273,16.0,23249.00,True,True,0,OPTIMAL
rbs480b.txt,480,16400,0.14266,16.0,29288.00,True,True,0,OPTIMAL
rdb200.txt,200,460,0.02312,101.0,301434.00,True,True,0,BEST FOUND
rdb200l.txt,200,460,0.02312,101.0,301485.00,True,True,0,BEST FOUND
rdb450.txt,450,1065,0.01054,238.0,300475.00,True,True,0,BEST FOUND
rgg010.txt,10,45,1.00000,3.0,14.00,True,True,0,OPTIMAL
rw136.txt,136,373,0.04063,59.0,302975.00,True,True,0,BEST FOUND
rw496.txt,496,1423,0.01159,235.0,300612.00,True,True,0,BEST FOUND
saylr1.txt,238,445,0.01578,144.0,301604.00,True,True,0,BEST FOUND
shl__400.txt,663,1709,0.00779,197.0,1622.00,True,True,0,OPTIMAL
shl____0.txt,663,1682,0.00766,207.0,2793.00,True,True,0,OPTIMAL
steam1.txt,240,1761,0.06140,39.0,301909.00,True,True,0,BEST FOUND
steam2.txt,600,6580,0.03662,77.0,301273.00,True,True,0,BEST FOUND
steam3.txt,80,424,0.13418,20.0,27355.00,True,True,0,OPTIMAL
str__200.txt,363,3049,0.04641,98.0,41794.00,True,True,0,OPTIMAL
str__400.txt,363,3124,0.04755,98.0,74429.00,True,True,0,OPTIMAL
str____0.txt,363,2446,0.03723,115.0,25597.00,True,True,0,OPTIMAL
tols340.txt,340,1649,0.02861,153.0,297.00,True,False,51,OPTIMAL
tols90.txt,90,1449,0.36180,3.0,100.00,True,True,0,OPTIMAL
tub100.txt,100,148,0.02990,68.0,304122.00,True,True,0,BEST FOUND
utm300.txt,300,2191,0.04885,67.0,1451.00,True,True,0,OPTIMAL
watt__1.txt,1856,4816,0.00280,968.0,303106.00,True,True,0,BEST FOUND
will199.txt,199,660,0.03350,70.0,301218.00,True,True,0,BEST FOUND
will57.txt,57,127,0.07957,23.0,93.00,True,True,0,OPTIMAL
young1c.txt,841,1624,0.00460,496.0,300895.00,True,True,0,BEST FOUND
young2c.txt,841,1624,0.00460,496.0,300498.00,True,True,0,BEST FOUND
young3c.txt,841,1671,0.00473,493.0,300569.00,True,True,0,BEST FOUND
GD00_c.txt,638,1020,0.00502,361.0,1194.00,True,True,0,OPTIMAL
GD02_a.txt,23,59,0.23320,4.0,7.00,True,True,0,OPTIMAL
GD95_b.txt,70,95,0.03934,30.0,83.00,True,True,0,OPTIMAL
685_bus.txt,685,1282,0.00547,364.0,301585.00,True,True,0,BEST FOUND
GD00_a.txt,352,384,0.00622,242.0,309.00,True,False,26,OPTIMAL
GD99_b.txt,64,125,0.06200,32.0,3798.00,True,True,0,OPTIMAL
662_bus.txt,662,906,0.00414,423.0,172002.00,True,True,0,OPTIMAL
GD96_a.txt,1096,1677,0.00279,687.0,300719.00,True,True,0,BEST FOUND
08blocks.txt,300,576,0.01284,24.0,81.00,True,False,8,OPTIMAL
S10PI_n.txt,682,689,0.00297,642.0,300643.00,True,True,0,BEST FOUND
Tina_DisCal.txt,11,32,0.58182,4.0,5.00,True,True,0,OPTIMAL
GD95_c.txt,62,144,0.07615,23.0,129.00,True,True,0,OPTIMAL
GD95_a.txt,36,56,0.08889,24.0,266.00,True,True,0,OPTIMAL
GD96_b.txt,111,193,0.03161,34.0,1715.00,True,True,0,OPTIMAL
GD06_theory.txt,101,190,0.03762,20.0,912.00,True,True,0,OPTIMAL
Tina_AskCal.txt,11,25,0.45455,4.0,5.00,True,True,0,OPTIMAL
Trefethen_20b.txt,19,64,0.37427,7.0,313.00,True,True,0,OPTIMAL
494_bus.txt,494,586,0.00481,349.0,2612.00,True,True,0,OPTIMAL
Hamrle1.txt,32,90,0.18145,12.0,318.00,True,True,0,OPTIMAL
SmallW.txt,233,994,0.03678,18.0,109.00,True,True,0,OPTIMAL
GD02_b.txt,80,232,0.07342,31.0,2794.00,True,True,0,OPTIMAL
GD97_b.txt,46,132,0.12754,13.0,51.00,True,True,0,OPTIMAL
GD98_c.txt,112,168,0.02703,79.0,301069.00,True,True,0,BEST FOUND
Trefethen_200b.txt,199,1337,0.06786,44.0,300229.00,True,True,0,BEST FOUND
Erdos981.txt,445,1381,0.01398,214.0,1078.00,True,False,4,OPTIMAL
GD01_c.txt,33,135,0.25568,11.0,130.00,True,True,0,OPTIMAL
GD98_b.txt,121,132,0.01818,87.0,98.00,True,True,0,OPTIMAL
Trefethen_300.txt,300,2189,0.04881,64.0,300390.00,True,True,0,BEST FOUND
USAir97.txt,332,2126,0.03869,73.0,323.00,True,True,0,OPTIMAL
Harvard500.txt,500,2043,0.01638,61.0,426.00,True,True,0,OPTIMAL
Stranke94.txt,10,45,1.00000,3.0,16.00,True,True,0,OPTIMAL
Trefethen_150.txt,150,945,0.08456,34.0,300335.00,True,True,0,BEST FOUND
Ragusa18.txt,23,51,0.20158,10.0,16.00,True,True,0,OPTIMAL
GlossGT.txt,67,118,0.05337,33.0,118.00,True,False,4,OPTIMAL
EX2.txt,560,4368,0.02791,122.0,300388.00,True,True,0,BEST FOUND
CAG_mat72.txt,72,678,0.26526,10.0,112.00,True,True,0,OPTIMAL
Ragusa16.txt,24,58,0.21014,12.0,16.00,True,True,0,OPTIMAL
1138_bus.txt,1138,1458,0.00225,778.0,3240.00,True,True,0,OPTIMAL
L.txt,956,1820,0.00399,601.0,300374.00,True,True,0,BEST FOUND
GD97_c.txt,452,460,0.00451,82.0,304.00,True,False,3,OPTIMAL
GD96_d.txt,180,228,0.01415,114.0,96.00,True,True,0,OPTIMAL
Chebyshev1.txt,261,1542,0.04545,3.0,146.00,True,True,0,OPTIMAL
Tina_DisCog.txt,11,36,0.65455,4.0,6.00,True,True,0,OPTIMAL
CAG_mat364.txt,364,10474,0.15854,16.0,746.00,True,True,0,OPTIMAL
EX1.txt,560,4368,0.02791,123.0,300453.00,True,True,0,BEST FOUND
Tina_AskCog.txt,11,27,0.49091,4.0,6.00,True,True,0,OPTIMAL
GD96_c.txt,65,125,0.06010,37.0,16743.00,True,True,0,OPTIMAL
Sandi_authors.txt,86,124,0.03393,42.0,158.00,True,True,0,OPTIMAL
GD01_b.txt,18,26,0.16993,12.0,103.00,True,True,0,OPTIMAL
G11.txt,800,1600,0.00501,420.0,300340.00,True,True,0,BEST FOUND
LF10.txt,18,32,0.20915,11.0,87.00,True,True,0,OPTIMAL
DK01R.txt,903,5641,0.01385,269.0,301034.00,True,False,3,BEST FOUND
GD98_a.txt,38,46,0.06543,18.0,43.00,True,False,4,OPTIMAL
G10.txt,800,19176,0.06000,70.0,301190.00,True,True,0,BEST FOUND
GD97_a.txt,84,166,0.04762,46.0,300194.00,True,True,0,BEST FOUND
LFAT5.txt,14,16,0.17582,12.0,27.00,True,False,3,OPTIMAL
GD99_c.txt,105,120,0.02198,78.0,389.00,True,True,0,OPTIMAL
CSphd.txt,1882,1740,0.00098,1127.0,3499.00,True,False,168,OPTIMAL
Trefethen_200.txt,200,1345,0.06759,44.0,300263.00,True,True,0,BEST FOUND
Erdos971.txt,433,1314,0.01405,212.0,889.00,True,False,3,OPTIMAL
M20PI_n.txt,1182,1198,0.00172,1228.0,300430.00,True,True,0,BEST FOUND
G1.txt,800,19176,0.06000,72.0,301819.00,True,True,0,BEST FOUND
Erdos991.txt,454,1417,0.01378,221.0,1275.00,True,False,5,OPTIMAL
cubic_2700.txt,2700,4050,0.00111,2216.0,305979.00,True,True,0,BEST FOUND
cubic_100.txt,100,150,0.03030,70.0,301062.00,True,True,0,BEST FOUND
cubic_1000.txt,1000,1500,0.00300,804.0,300772.00,True,True,0,BEST FOUND
cubic_200.txt,200,300,0.01508,153.0,300357.00,True,True,0,BEST FOUND
cubic_1300.txt,1300,1950,0.00231,1047.0,301790.00,True,True,0,BEST FOUND
cubic_2000.txt,2000,3000,0.00150,1618.0,303340.00,True,True,0,BEST FOUND
cubic_1100.txt,1100,1650,0.00273,896.0,301127.00,True,True,0,BEST FOUND
cubic_300.txt,300,450,0.01003,232.0,300199.00,True,True,0,BEST FOUND
cubic_1700.txt,1700,2550,0.00177,1392.0,301537.00,True,True,0,BEST FOUND
cubic_2900.txt,2900,4350,0.00103,2381.0,307466.00,True,True,0,BEST FOUND
cubic_1800.txt,1800,2700,0.00167,1447.0,301796.00,True,True,0,BEST FOUND
cubic_2800.txt,2800,4200,0.00107,2304.0,305257.00,True,True,0,BEST FOUND
cubic_400.txt,400,600,0.00752,311.0,300165.00,True,True,0,BEST FOUND
cubic_1600.txt,1600,2400,0.00188,1275.0,301277.00,True,True,0,BEST FOUND
cubic_1200.txt,1200,1800,0.00250,976.0,300822.00,True,True,0,BEST FOUND
cubic_2400.txt,2400,3600,0.00125,1982.0,305738.00,True,True,0,BEST FOUND
cubic_2600.txt,2600,3900,0.00115,2113.0,305756.00,True,True,0,BEST FOUND
cubic_2100.txt,2100,3150,0.00143,1720.0,302427.00,True,True,0,BEST FOUND
cubic_600.txt,600,900,0.00501,486.0,300307.00,True,True,0,BEST FOUND
cubic_700.txt,700,1050,0.00429,562.0,300376.00,True,True,0,BEST FOUND
cubic_800.txt,800,1200,0.00375,647.0,300310.00,True,True,0,BEST FOUND
cubic_1400.txt,1400,2100,0.00214,1152.0,301121.00,True,True,0,BEST FOUND
cubic_900.txt,900,1350,0.00334,716.0,300766.00,True,True,0,BEST FOUND
cubic_2300.txt,2300,3450,0.00130,1863.0,303750.00,True,True,0,BEST FOUND
cubic_1900.txt,1900,2850,0.00158,1560.0,302070.00,True,True,0,BEST FOUND
cubic_2200.txt,2200,3300,0.00136,1789.0,302563.00,True,True,0,BEST FOUND
cubic_3000.txt,3000,4500,0.00100,2471.0,304515.00,True,True,0,BEST FOUND
cubic_2500.txt,2500,3750,0.00120,2069.0,303551.00,True,True,0,BEST FOUND
cubic_500.txt,500,750,0.00601,402.0,300695.00,True,True,0,BEST FOUND
cubic_1500.txt,1500,2250,0.00200,1210.0,302515.00,True,True,0,BEST FOUND
